sentence|sentiment|chapter|book|spells|characters|groups
  “Watching the news |0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” he said scathingly|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 “I’d like to  know what he’s really up to|0.3612|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 As if a normal boy cares  what’s on the news — Dudley hasn’t got a clue what’s  going on, doubt he knows who the Prime Minister is!  Anyway, it’s not as if there ’d be anything about his lot  on our news — ”  “Vernon, shh\” said Aunt Petunia|0.2003|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley', 'Petunia Dursley', 'Dudley Dursley'}|{'Dursley Family'}
 “The window’s  open!”  “Oh — yes — sorry, dear |0.6476|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  The Dursleys fell silent|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Harry listened to a jingle  about Fruit ’N Bran breakfast cereal while he watched  Mrs Figg, a batty, cat-loving old lady from nearby  Wisteria Walk, amble slowly past|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Arabella Figg', 'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Order of the Phoenix', 'Gryffindor', ""Dumbledore's Army""}"
 She was frowning  and muttering to herself|-0.34|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Harry was very pleased that  he was concealed behind the bush; Mrs Figg had  recently taken to asking him around for tea whenever  she met him in the street|0.4927|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Arabella Figg', 'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Order of the Phoenix', 'Gryffindor', ""Dumbledore's Army""}"
 She had rounded the  corner and vanished from view before Uncle Vernon’s  voice floated out of the window again|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “Dudders out for tea?”  “At the Polkisses’,” said Aunt Petunia fondly|0.4404|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Dudley Dursley'}|{'Dursley Family'}
 “He’s got  so many little friends, he’s so popular |0.7322|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  Harry repressed a snort with difficulty|-0.5719|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 The Dursleys  really were astonishingly stupid about their son,  Dudley; they had swallowed all his dim-witted lies  about having tea with a different member of his gang  every night of the summer holidays|-0.5945|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dudley Dursley'}|{'Dursley Family'}
 Harry knew  perfectly well that Dudley had not been to tea  anywhere; he and his gang spent every evening  vandalizing the play park, smoking on street corners,  and throwing stones at passing cars and children|0.8271|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Dudley Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  Harry had seen them at it during his evening walks  around Little Whinging; he had spent most of the  holidays wandering the streets, scavenging  newspapers from bins along the way|0.4336|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  The opening notes of the music that heralded the  seven o’clock news reached Harry’s ears and his  stomach turned over|0.1027|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Perhaps tonight — after a  month of waiting — would be the night —  “Record numbers of stranded holidaymakers fill  airports as the Spanish baggage-handlers’ strike  reaches its second week — ”  “Give ’em a lifelong siesta, I would,” snarled Uncle  Vernon over the end of the newsreader’s sentence,  but no matter: Outside in the flower bed, Harry’s  stomach seemed to unclench|-0.0286|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
 If anything had  happened, it would surely have been the first item on  the news; death and destruction were more important  than stranded holidaymakers|-0.5584|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  He let out a long, slow breath and stared up at the  brilliant blue sky|0.5859|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Every day this summer had been  the same: the tension, the expectation, the temporary  relief, and then mounting tension again |-0.128|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 and  always, growing more insistent all the time, the  question of why nothing had happened yet|0.1779|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  He kept listening, just in case there was some small  clue, not recognized for what it really was by the  Muggles — an unexplained disappearance,  perhaps, or some strange accident |-0.5994|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 but the  baggage-handlers’ strike was followed by news on the  drought in the Southeast (“I hope he’s listening next  door!” bellowed Uncle Vernon, “with his sprinklers on  at three in the morning!”); then a helicopter that had  almost crashed in a field in Surrey, then a famous  actress’s divorce from her famous husband (“as if  we’re interested in their sordid affairs,” sniffed Aunt  Petunia, who had followed the case obsessively in  every magazine she could lay her bony hands on)|0.7673|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
  Harry closed his eyes against the now blazing evening  sky as the newsreader said, “And finally, Bungy the  budgie has found a novel way of keeping cool this  summer|0.5574|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Bungy, who lives at the Five Feathers in  Barnsley, has learned to water-ski! Mary Dorkins  went to find out more|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  Harry opened his eyes again|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 If they had reached  water-skiing budgerigars, there was nothing else  worth hearing|-0.0685|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 He rolled cautiously onto his front and  raised himself onto his knees and elbows, preparing  to crawl out from under the window|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  He had moved about two inches when several things  happened in very quick succession|0.2682|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  A loud, echoing crack broke the sleepy silence like a  gunshot; a cat streaked out from under a parked car  and flew out of sight; a shriek, a bellowed oath, and  the sound of breaking china came from the Dursleys’  living room, and as though Harry had been waiting  for this signal, he jumped to his feet, at the same time  pulling from the waistband of his jeans a thin wooden  wand as if he were unsheathing a sword|-0.0772|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 But before  he could draw himself up to full height, the top of his  head collided with the Dursleys’ open window, and  the resultant crash made Aunt Petunia scream even  louder|-0.7096|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
  Harry felt as if his head had been split in two; eyes  streaming, he swayed, trying to focus on the street  and spot the source of the noise, but he had barely  staggered upright again when two large purple hands  reached through the open window and closed tightly  around his throat|0.1531|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Put — it — away\” Uncle Vernon snarled into Harry’s  ear|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
 “Now\ Before — anyone — sees!”  “Get — off — me!” Harry gasped; for a few seconds  they struggled, Harry pulling at his uncle’s sausage-  like fingers with his left hand, his right maintaining a  firm grip on his raised wand|0.5972|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 Then, as the pain in the  top of Harry’s head gave a particularly nasty throb,  Uncle Vernon yelped and released Harry as though he  had received an electric shock — some invisible force  seemed to have surged through his nephew, making  him impossible to hold|-0.8399|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  Panting, Harry fell forward over the hydrangea bush,  straightened up, and stared around|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 There was no  sign of what had caused the loud cracking noise, but  there were several faces peering through various  nearby windows|-0.1531|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Harry stuffed his wand hastily back  into his jeans and tried to look innocent|0.34|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Lovely evening!” shouted Uncle Vernon, waving at  Mrs Number Seven, who was glaring from behind her  net curtains|0.1511|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley'}|{'Dursley Family'}
 “Did you hear that car backfire just  now? Gave Petunia and me quite a turn!”  He continued to grin in a horrible, manic way until all  the curious neighbors had disappeared from their  various windows, then the grin became a grimace of  rage as he beckoned Harry back toward him|-0.4199|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  Harry moved a few steps closer, taking care to stop  just short of the point at which Uncle Vernon’s  outstretched hands could resume their strangling|0.25|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  “What the devil do you mean by it, boy?” asked Uncle  Vernon in a croaky voice that trembled with fury|-0.8807|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “What do I mean by what?” said Harry coldly|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 He kept  looking left and right up the street, still hoping to see  the person who had made the cracking noise|0.4215|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  “Making a racket like a starting pistol right outside  our — ”  “I didn’t make that noise,” said Harry firmly|0.3612|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  Aunt Petunia’s thin, horsey face now appeared beside  Uncle Vernon’s wide, purple one|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
 She looked livid|-0.5423|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  “Why were you lurking under our window?”  “Yes — yes, good point, Petunia! What were you doing  under our window, boy?”  “Listening to the news,” said Harry in a resigned  voice|0.5792|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  His aunt and uncle exchanged looks of outrage|-0.5106|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  “Listening to the news! Again?”  “Well, it changes every day, you see,” said Harry|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “Don’t you be clever with me, boy! I want to know  what you’re really up to — and don’t give me any  more of this listening to the news tosh! You know  perfectly well that your lot |0.8802|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
"”  “Careful, Vernon!” breathed Aunt Petunia, and Uncle  Vernon lowered his voice so that Harry could barely  hear him, """|-0.2003|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley', 'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
 that your lot don’t get on our news!”  “That’s all you know,” said Harry|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  The Dursleys goggled at him for a few seconds, then  Aunt Petunia said, “You’re a nasty little liar|-0.7655|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
 What are  all those — ” she too lowered her voice so that Harry  had to lip-read the next word, “ — owls — doing if  they’re not bringing you news?”  “Aha!” said Uncle Vernon in a triumphant whisper|0.4926|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Vernon Dursley'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Dursley Family'}"
  “Get out of that one, boy! As if we didn’t know you get  all your news from those pestilential birds!”  Harry hesitated for a moment|-0.4374|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 It cost him something  to tell the truth this time, even though his aunt and  uncle could not possibly know how bad Harry felt at  admitting it|-0.296|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “The owls |0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 aren’t bringing me news,” said Harry  tonelessly|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  “I don’t believe it,” said Aunt Petunia at once|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “No more do I,” said Uncle Vernon forcefully|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “We know you’re up to something funny,” said Aunt  Petunia|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “We’re not stupid, you know,” said Uncle Vernon|0.4168|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “Well, that’s news to me,” said Harry, his temper  rising, and before the Dursleys could call him back,  he had wheeled about, crossed the front lawn,  stepped over the low garden wall, and was striding off  up the street|-0.5994|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  He was in trouble now and he knew it|-0.4019|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 He would have  to face his aunt and uncle later and pay the price for  his rudeness, but he did not care very much just at  the moment; he had much more pressing matters on  his mind|-0.5892|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  Harry was sure that the cracking noise had been  made by someone Apparating or Disapparating|0.3182|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 It  was exactly the sound Dobby the house-elf made  when he vanished into thin air|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dobby'}|{'House-Elf'}
 Was it possible that  Dobby was here in Privet Drive? Could Dobby be  following him right at this very moment? As this  thought occurred he wheeled around and stared back  down Privet Drive, but it appeared to be completely  deserted again and Harry was sure that Dobby did  not know how to become invisible|0.5122|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Dobby', 'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'House-Elf', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  He walked on, hardly aware of the route he was  taking, for he had pounded these streets so often  lately that his feet carried him to his favorite haunts  automatically|0.25|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Every few steps he glanced back over  his shoulder|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Someone magical had been near him as  he lay among Aunt Petunias dying begonias, he was  sure of it|0.3182|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
 Why hadn’t they spoken to him, why hadn’t  they made contact, why were they hiding now?  And then, as his feeling of frustration peaked, his  certainty leaked away|-0.6249|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  Perhaps it hadn’t been a magical sound after all|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  Perhaps he was so desperate for the tiniest sign of  contact from the world to which he belonged that he  was simply overreacting to perfectly ordinary noises|0.2979|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  Could he be sure it hadn’t been the sound of  something breaking inside a neighbor’s house?  Harry felt a dull, sinking sensation in his stomach  and, before he knew it, the feeling of hopelessness  that had plagued him all summer rolled over him  once again|-0.6124|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  Tomorrow morning he would be awoken by the alarm  at five o’clock so that he could pay the owl that  delivered the Daily Prophet — but was there any point  in continuing to take it? Harry merely glanced at the  front page before throwing it aside these days; when  the idiots who ran the paper finally realized that  Voldemort was back it would be headline news, and  that was the only kind Harry cared about|0.8126|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
  If he was lucky, there would also be owls carrying  letters from his best friends, Ron and Hermione,  though any expectation he had had that their letters  would bring him news had long since been dashed|0.8779|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
  “We can’t say much about you-know-what,  obviously|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” “We’ve been told not to say anything  important in case our letters go astray|0.2023|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” “We’re quite  busy but I can’t give you details here|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” “There’s a fair  amount going on, we’ll tell you everything when we see  you|0.3182|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
”  But when were they going to see him? Nobody seemed  too bothered with a precise date|-0.4497|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Hermione had  scribbled, “I expect we’ll be seeing you quite soon”  inside his birthday card, but how soon was soon? As  far as Harry could tell from the vague hints in their  letters, Hermione and Ron were in the same place,  presumably at Ron’s parents’ house|-0.1531|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 He could hardly  bear to think of the pair of them having fun at the  Burrow when he was stuck in Privet Drive|0.3182|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 In fact, he  was so angry at them that he had thrown both their  birthday presents of Honeydukes chocolates away  unopened, though he had regretted this after eating  the wilting salad Aunt Petunia had provided for  dinner that night|-0.7809|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Petunia Dursley'}|{'Dursley Family'}
  And what were Ron and Hermione busy with? Why  wasn’t he, Harry, busy? Hadn’t he proved himself  capable of handling much more than they? Had they  all forgotten what he had done? Hadn’t it been he who  had entered that graveyard and watched Cedric being  murdered and been tied to that tombstone and nearly  killed |-0.9074|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Cedric Diggory', 'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Gryffindor Quidditch', 'Hufflepuff Quidditch', 'Weasley Family', 'Potter Family', 'Golden Trio', 'Hufflepuff', 'Champion', 'Gryffindor', ""Dumbledore's Army"", 'Prefect'}"
 ?  Don’t think about that, Harry told himself sternly for  the hundredth time that summer|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter'}|"{'Gryffindor Quidditch', 'Potter Family', 'Golden Trio', 'Gryffindor', ""Dumbledore's Army""}"
 It was bad enough  that he kept revisiting the graveyard in his  nightmares, without dwelling on it in his waking  moments too|-0.6979|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
  He turned a corner into Magnolia Crescent; halfway  along he passed the narrow alleyway down the side of  a garage where he had first clapped eyes on his  godfather|0.0|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
 Sirius, at least, seemed to understand how  Harry was feeling; admittedly his letters were just as  empty of proper news as Ron and Hermione’s, but at  least they contained words of caution and consolation  instead of tantalizing hints:  “ I know this must be frustrating for you|-0.6124|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley', 'Sirius Black'}|"{'Black Family', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Weasley Family', 'Potter Family', 'Order of the Phoenix', 'Golden Trio', 'Gryffindor', 'Marauders', 'Prefect'}"
” “Keep your  nose clean and everything will be okay|0.5574|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
” “Be careful  and don’t do anything rash|-0.2732|95 Dudley Demented  |5 Harry Potter And The Order Of The Phoenix|[]|set()|set()
