sentence|sentiment|chapter|book|spells|characters|groups
  Harry tried to argue back but his words were drowned  by a long, loud belch from the Dursleys’ son, Dudley|-0.7935|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  “I want more bacon|0.0772|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  “There’s more in the frying pan, sweetums,” said Aunt  Petunia, turning misty eyes on her massive son|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
 “We  must build you up while we’ve got the chance|0.25|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 I  don’t like the sound of that school food|0.3612|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  “Nonsense, Petunia, I never went hungry when / was  at Smeltings,” said Uncle Vernon heartily|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
 “Dudley  gets enough, don’t you, son?”  Dudley, who was so large his bottom drooped over  either side of the kitchen chair, grinned and turned to  Harry|0.2732|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  “Pass the frying pan|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  “You’ve forgotten the magic word,” said Harry  irritably|-0.5719|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  The effect of this simple sentence on the rest of the  family was incredible: Dudley gasped and fell off his  chair with a crash that shook the whole kitchen; Mrs  Dursley gave a small scream and clapped her hands  to her mouth; Mr Dursley jumped to his feet, veins  throbbing in his temples|-0.6705|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Dudley Dursley'}|{'Dursley Family'}
  “I meant ‘please’!” said Harry quickly|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 “I didn’t mean  “WHAT HAVE I TOLD YOU,” thundered his uncle,  spraying spit over the table, “ABOUT SAYING THE ‘M’  WORD IN OUR HOUSE?”  “But I — ”  “HOW DARE YOU THREATEN DUDLEY!” roared  Uncle Vernon, pounding the table with his fist|-0.561|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “I just — ”  “I WARNED YOU! I WILL NOT TOLERATE MENTION  OF YOUR ABNORMALITY UNDER THIS ROOF!”  Harry stared from his purple-faced uncle to his pale  aunt, who was trying to heave Dudley to his feet|-0.5294|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  “All right,” said Harry, “all right |0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
”  Uncle Vernon sat back down, breathing like a winded  rhinoceros and watching Harry closely out of the  corners of his small, sharp eyes|0.3612|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  Ever since Harry had come home for the summer  holidays, Uncle Vernon had been treating him like a  bomb that might go off at any moment, because Harry  Potter wasn’t a normal boy|0.2263|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
 As a matter of fact, he  was as not normal as it is possible to be|0.0258|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  Harry Potter was a wizard — a wizard fresh from his  first year at Hogwarts School of Witchcraft and  Wizardry|0.3182|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 And if the Dursleys were unhappy to have  him back for the holidays, it was nothing to how  Harry felt|-0.0516|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  He missed Hogwarts so much it was like having a  constant stomachache|0.0772|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 He missed the castle, with its  secret passageways and ghosts, his classes (though  perhaps not Snape, the Potions master), the mail  arriving by owl, eating banquets in the Great Hall,  sleeping in his four-poster bed in the tower dormitory,  visiting the gamekeeper, Hagrid, in his cabin next to  the Forbidden Forest in the grounds, and, especially,  Quidditch, the most popular sport in the wizarding  world (six tall goal posts, four flying balls, and  fourteen players on broomsticks)|0.4927|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Severus Snape', 'Rubeus Hagrid'}|{'Gamekeeper', 'Teacher', 'Order of the Phoenix'}
  All Harry’s spellbooks, his wand, robes, cauldron, and  top-of-the-line Nimbus Two Thousand broomstick had  been locked in a cupboard under the stairs by Uncle  Vernon the instant Harry had come home|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
 What did  the Dursleys care if Harry lost his place on the House  Quidditch team because he hadn’t practiced all  summer? What was it to the Dursleys if Harry went  back to school without any of his homework done?  The Dursleys were what wizards called Muggles (not a  drop of magical blood in their veins), and as far as  they were concerned, having a wizard in the family  was a matter of deepest shame|-0.1645|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Uncle Vernon had  even padlocked Harry’s owl, Hedwig, inside her cage,  to stop her from carrying messages to anyone in the  wizarding world|-0.296|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Hedwig', 'Vernon Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', 'Pet', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  Harry looked nothing like the rest of the family|-0.2755|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Uncle  Vernon was large and neckless, with an enormous  black mustache; Aunt Petunia was horse-faced and  bony; Dudley was blond, pink, and porky|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley', 'Vernon Dursley', 'Dudley Dursley'}|{'Dursley Family'}
 Harry, on  the other hand, was small and skinny, with brilliant  green eyes and jet-black hair that was always untidy|0.7906|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  He wore round glasses, and on his forehead was a  thin, lightning-shaped scar|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  It was this scar that made Harry so particularly  unusual, even for a wizard|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 This scar was the only  hint of Harry’s very mysterious past, of the reason he  had been left on the Dursleys’ doorstep eleven years  before|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  At the age of one year old, Harry had somehow  survived a curse from the greatest Dark sorcerer of all  time, Lord Voldemort, whose name most witches and  wizards still feared to speak|0.2023|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Tom Marvolo Riddle', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Harry’s parents had died  in Voldemort’s attack, but Harry had escaped with his  lightning scar, and somehow — nobody understood  why — Voldemort’s powers had been destroyed the  instant he had failed to kill Harry|-0.9668|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Tom Marvolo Riddle', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  So Harry had been brought up by his dead mother’s  sister and her husband|-0.6486|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 He had spent ten years with  the Dursleys, never understanding why he kept  making odd things happen without meaning to,  believing the Dursleys’ story that he had got his scar  in the car crash that had killed his parents|-0.8591|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  And then, exactly a year ago, Hogwarts had written to  Harry, and the whole story had come out|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Harry had  taken up his place at wizard school, where he and his  scar were famous |0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 but now the school year was  over, and he was back with the Dursleys for the  summer, back to being treated like a dog that had  rolled in something smelly|0.5023|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  The Dursleys hadn’t even remembered that today  happened to be Harry’s twelfth birthday|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Of course,  his hopes hadn’t been high; they’d never given him a  real present, let alone a cake — but to ignore it  completely |-0.431|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  At that moment, Uncle Vernon cleared his throat  importantly and said, “Now, as we all know, today is a  very important day|0.5849|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
”  Harry looked up, hardly daring to believe it|0.2975|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  “This could well be the day I make the biggest deal of  my career,” said Uncle Vernon|0.2732|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
  Harry went back to his toast|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 Of course, he thought  bitterly, Uncle Vernon was talking about the stupid  dinner party|-0.5719|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
 He’d been talking of nothing else for two  weeks|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Some rich builder and his wife were coming to  dinner and Uncle Vernon was hoping to get a huge  order from him (Uncle Vernon’s company made drills)|0.8271|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “I think we should run through the schedule one  more time,” said Uncle Vernon|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
 “We should all be in  position at eight o’clock|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Petunia, you will be — ?”  “In the lounge,” said Aunt Petunia promptly, “waiting  to welcome them graciously to our home|0.743|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
”  “Good, good|0.4404|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 And Dudley?”  “I’ll be waiting to open the door|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley'}|{'Dursley Family'}
” Dudley put on a  foul, simpering smile|0.3612|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley'}|{'Dursley Family'}
 “May I take your coats, Mr and  Mrs Mason?”  “They’ll love him!” cried Aunt Petunia rapturously|0.4389|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “Excellent, Dudley,” said Uncle Vernon|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Dudley Dursley'}|{'Dursley Family'}
 Then he  rounded on Harry|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 “And you?”  “I’ll be in my bedroom, making no noise and  pretending I’m not there,” said Harry tonelessly|-0.2023|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  “Exactly,” said Uncle Vernon nastily|-0.4404|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
 “I will lead them  into the lounge, introduce you, Petunia, and pour  them drinks|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
 At eight-fifteen — ”  “I’ll announce dinner,” said Aunt Petunia|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “And, Dudley, you 11 say — ”  “May I take you through to the dining room, Mrs  Mason?” said Dudley, offering his fat arm to an  invisible woman|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley'}|{'Dursley Family'}
  “My perfect little gentleman!” sniffed Aunt Petunia|0.6114|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
  “And you?” said Uncle Vernon viciously to Harry|-0.3182|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  “I’ll be in my room, making no noise and pretending  I’m not there,” said Harry dully|-0.4404|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  “Precisely|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Now, we should aim to get in a few good  compliments at dinner|0.6808|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Petunia, any ideas?”  “Vernon tells me you’re a wonderful golfer, Mr  Mason|0.5719|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley', 'Vernon Dursley'}|{'Dursley Family'}
 Do tell me where you bought your dress,  Mrs Mason|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  “Perfect |0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Dudley?”  “How about — ‘We had to write an essay about our  hero at school, Mr Mason, and I wrote about you|0.5574|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley'}|{'Dursley Family'}
’ ”  This was too much for both Aunt Petunia and Harry|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  Aunt Petunia burst into tears and hugged her son,  while Harry ducked under the table so they wouldn’t  see him laughing|0.6124|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  “And you, boy?”  Harry fought to keep his face straight as he emerged|-0.1027|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
  “I’ll be in my room, making no noise and pretending  I’m not there,” he said|-0.2023|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  “Too right, you will,” said Uncle Vernon forcefully|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Vernon Dursley'}|{'Dursley Family'}
  “The Masons don’t know anything about you and it’s  going to stay that way|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 When dinner’s over, you take  Mrs Mason back to the lounge for coffee, Petunia,  and I’ll bring the subject around to drills|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Petunia Dursley'}|{'Dursley Family'}
 With any  luck, I’ll have the deal signed and sealed before the  news at ten|0.4588|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 We’ll be shopping for a vacation home in  Majorca this time tomorrow|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  Harry couldn’t feel too excited about this|0.34|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 He didn’t  think the Dursleys would like him any better in  Majorca than they did on Privet Drive|0.6597|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
  “Right — I’m off into town to pick up the dinner  jackets for Dudley and me|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley'}|{'Dursley Family'}
 And you,” he snarled at  Harry|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 “You stay out of your aunt’s way while she’s  cleaning|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  Harry left through the back door|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 It was a brilliant,  sunny day|0.765|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 He crossed the lawn, slumped down on  the garden bench, and sang under his breath:  “Happy birthday to me |0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 happy birthday to me |0.5719|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
”  No cards, no presents, and he would be spending the  evening pretending not to exist|0.0227|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 He gazed miserably  into the hedge|-0.4767|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 He had never felt so lonely|-0.5009|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 More than  anything else at Hogwarts, more even than playing  Quidditch, Harry missed his best friends, Ron  Weasley and Hermione Granger|0.8|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Hermione Granger', 'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', 'Weasley Family', 'Prefect', ""Dumbledore's Army"", 'Potter Family'}"
 They, however, didn’t  seem to be missing him at all|-0.296|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Neither of them had  written to him all summer, even though Ron had said  he was going to ask Harry to come and stay|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', 'Weasley Family', 'Prefect', ""Dumbledore's Army"", 'Potter Family'}"
  Countless times, Harry had been on the point of  unlocking Hedwig’s cage by magic and sending her to  Ron and Hermione with a letter, but it wasn’t worth  the risk|-0.0772|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Hermione Granger', 'Hedwig', 'Ron Weasley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', 'Weasley Family', 'Prefect', ""Dumbledore's Army"", 'Pet', 'Potter Family'}"
 Underage wizards weren’t allowed to use  magic outside of school|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 Harry hadn’t told the  Dursleys this; he knew it was only their terror that he  might turn them all into dung beetles that stopped  them from locking him in the cupboard under the  stairs with his wand and broomstick|-0.6486|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
 For the first  couple of weeks back, Harry had enjoyed muttering  nonsense words under his breath and watching  Dudley tearing out of the room as fast as his fat legs  would carry him|0.1531|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Dudley Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
 But the long silence from Ron and  Hermione had made Harry feel so cut off from the  magical world that even taunting Dudley had lost its  appeal — and now Ron and Hermione had forgotten  his birthday|-0.8365|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Hermione Granger', 'Ron Weasley', 'Dudley Dursley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', 'Weasley Family', 'Prefect', ""Dumbledore's Army"", 'Dursley Family', 'Potter Family'}"
  What wouldn’t he give now for a message from  Hogwarts? From any witch or wizard? He’d almost be  glad of a sight of his archenemy, Draco Malfoy, just to  be sure it hadn’t all been a dream|0.5969|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Draco Malfoy'}|{'Inquisitorial Squad', 'Slytherin', 'Slytherin Quidditch', 'Prefect'}
  Not that his whole year at Hogwarts had been fun|0.5106|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|set()|set()
 At  the very end of last term, Harry had come face-to-face  with none other than Lord Voldemort himself|0.0|18 The Worst Birthday  |"2 Harry Potter And The Chamber Of Secrets. 
"|[]|{'Tom Marvolo Riddle', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Gryffindor Quidditch', ""Dumbledore's Army"", 'Potter Family'}"
