sentence|sentiment|chapter|book|spells|characters|groups
  “Yaxley|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley'}|{'Death Eater', 'Ministry'}
 Snape,” said a high, clear voice from the head  of the table|0.3818|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 “You are very nearly late|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  The speaker was seated directly in front of the  fireplace, so that it was difficult, at first, for the new  arrivals to make out more than his silhouette|-0.3612|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 As they  drew nearer, however, his face shone through the  gloom, hairless, snakelike, with slits for nostrils and  gleaming red eyes whose pupils were vertical|-0.5574|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 He was  so pale that he seemed to emit a pearly glow|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “Severus, here,” said Voldemort, indicating the seat  on his immediate right|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Order of the Phoenix'}
 “Yaxley — beside Dolohov|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Antonin Dolohov', 'Corban Yaxley'}|{'Death Eater', 'Ministry'}
”  The two men took their allotted places|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Most of the  eyes around the table followed Snape, and it was to  him that Voldemort spoke first|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Order of the Phoenix'}
  “So?”  “My Lord, the Order of the Phoenix intends to move  Harry Potter from his current place of safety on  Saturday next, at nightfall|0.4215|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
”  The interest around the table sharpened palpably:  Some stiffened, others fidgeted, all gazing at Snape  and Voldemort|0.4588|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Order of the Phoenix'}
  “Saturday |0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 at nightfall,” repeated Voldemort|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 His  red eyes fastened upon Snape ’s black ones with such  intensity that some of the watchers looked away,  apparently fearful that they themselves would be  scorched by the ferocity of the gaze|-0.5994|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 Snape, however,  looked calmly back into Voldemort’s face and, after a  moment or two, Voldemort’s lipless mouth curved into  something like a smile|0.743|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Order of the Phoenix'}
  “Good|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Very good|0.4927|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 And this information comes — ”  “ — from the source we discussed,” said Snape|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
  “My Lord|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Yaxley had leaned forward to look down the long table  at Voldemort and Snape|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley', 'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Death Eater', 'Ministry', 'Order of the Phoenix'}
 All faces turned to him|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “My Lord, I have heard differently|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Yaxley waited, but Voldemort did not speak, so he  went on, “Dawlish, the Auror, let slip that Potter will  not be moved until the thirtieth, the night before the  boy turns seventeen|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'John Dawlish', 'Corban Yaxley', 'Tom Marvolo Riddle'}|{'Death Eater', 'Ministry'}
”  Snape was smiling|0.4588|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
  “My source told me that there are plans to lay a false  trail; this must be it|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 No doubt a Confundus Charm  has been placed upon Dawlish|0.5873|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'John Dawlish'}|{'Ministry'}
 It would not be the  first time; he is known to be susceptible|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “I assure you, my Lord, Dawlish seemed quite  certain,” said Yaxley|0.34|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'John Dawlish', 'Corban Yaxley'}|{'Death Eater', 'Ministry'}
  “If he has been Confunded, naturally he is certain,”  said Snape|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 “I assure you, Yaxley, the Auror Office  will play no further part in the protection of Harry  Potter|0.3818|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley', 'Harry Potter'}|"{'Golden Trio', 'Gryffindor', 'Ministry', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Death Eater', 'Potter Family'}"
 The Order believes that we have infiltrated the  Ministry|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “The Order’s got one thing right, then, eh?” said a  squat man sitting a short distance from Yaxley; he  gave a wheezy giggle that was echoed here and there  along the table|0.4215|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley'}|{'Death Eater', 'Ministry'}
  Voldemort did not laugh|-0.4449|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 His gaze had wandered  upward to the body revolving slowly overhead, and he  seemed to be lost in thought|-0.3182|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “My Lord,” Yaxley went on, “Dawlish believes an  entire party of Aurors will be used to transfer the boy  Voldemort held up a large white hand, and Yaxley  subsided at once, watching resentfully as Voldemort  turned back to Snape|0.5423|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'John Dawlish', 'Corban Yaxley', 'Severus Snape', 'Tom Marvolo Riddle'}|{'Teacher', 'Death Eater', 'Ministry', 'Order of the Phoenix'}
  “Where are they going to hide the boy next?”  “At the home of one of the Order,” said Snape|-0.1779|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 “The  place, according to the source, has been given every  protection that the Order and Ministry together could  provide|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 I think that there is little chance of taking  him once he is there, my Lord, unless, of course, the  Ministry has fallen before next Saturday, which might  give us the opportunity to discover and undo enough  of the enchantments to break through the rest|0.2516|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Well, Yaxley?” Voldemort called down the table, the  firelight glinting strangely in his red eyes|-0.296|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley', 'Tom Marvolo Riddle'}|{'Death Eater', 'Ministry'}
 “Will the  Ministry have fallen by next Saturday?”  Once again, all heads turned|-0.3612|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Yaxley squared his  shoulders|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley'}|{'Death Eater', 'Ministry'}
  “My Lord, I have good news on that score|0.4404|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 I have —  with difficulty, and after great effort — suceeded in  placing an Imperius Curse upon Pius Thicknesse|-0.2023|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Pius Thicknesse'}|{'Ministry'}
”  Many of those sitting around Yaxley looked  impressed; his neighbor, Dolohov, a man with a long,  twisted face, clapped him on the back|0.4767|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Antonin Dolohov', 'Corban Yaxley'}|{'Death Eater', 'Ministry'}
  “It is a start,” said Voldemort|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 “But Thicknesse is only  one man|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Pius Thicknesse'}|{'Ministry'}
 Scrimgeour must be surrounded by our  people before I act|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Rufus Scrimgeour'}|{'Ministry'}
 One failed attempt on the  Minister’s life will set me back a long way|-0.5106|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Yes — my Lord, that is true — but you know, as  Head of the Department of Magical Law Enforcement,  Thicknesse has regular contact not only with the  Minister himself, but also with the Heads of all the  other Ministry departments|0.2263|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Pius Thicknesse'}|{'Ministry'}
 It will, I think, be easy  now that we have such a high-ranking official under  our control, to subjugate the others, and then they  can all work together to bring Scrimgeour down|0.4404|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Rufus Scrimgeour'}|{'Ministry'}
”  “As long as our friend Thicknesse is not discovered  before he has converted the rest,” said Voldemort|0.4939|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Pius Thicknesse', 'Tom Marvolo Riddle'}|{'Ministry'}
 “At  any rate, it remains unlikely that the Ministry will be  mine before next Saturday|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 If we cannot touch the  boy at his destination, then it must be done while he  travels|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “We are at an advantage there, my Lord,” said Yaxley,  who seemed determined to receive some portion of  approval|0.7579|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Corban Yaxley'}|{'Death Eater', 'Ministry'}
 “We now have several people planted within  the Department of Magical Transport|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 If Potter  Apparates or uses the Floo Network, we shall know  immediately|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “He will not do either,” said Snape|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Severus Snape'}|{'Teacher', 'Order of the Phoenix'}
 “The Order is  eschewing any form of transport that is controlled or  regulated by the Ministry; they mistrust everything to  do with the place|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “All the better,” said Voldemort|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 “He will have to move  in the open|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Easier to take, by far|0.4215|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Again, Voldemort looked up at the slowly revolving  body as he went on, “I shall attend to the boy in  person|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 There have been too many mistakes where  Harry Potter is concerned|-0.3612|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 Some of them have been  my own|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 That Potter lives is due more to my errors  than to his triumphs|0.0865|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  The company around the table watched Voldemort  apprehensively, each of them, by his or her  expression, afraid that they might be blamed for  Harry Potter’s continued existence|-0.5267|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
 Voldemort,  however, seemed to be speaking more to himself than  to any of them, still addressing the unconscious body  above him|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
  “I have been careless, and so have been thwarted by  luck and chance, those wreckers of all but the best-  laid plans|0.811|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 But I know better now|0.5927|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 I understand those  things that I did not understand before|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 I must be the  one to kill Harry Potter, and I shall be|-0.6908|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch', 'Potter Family'}"
”  At these words, seemingly in response to them, a  sudden wail sounded, a terrible, drawn-out cry of  misery and pain|-0.9217|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Many of those at the table looked  downward, startled, for the sound had seemed to  issue from below their feet|-0.1779|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “Wormtail,” said Voldemort, with no change in his  quiet, thoughtful tone, and without removing his eyes  from the revolving body above, “have I not spoken to  you about keeping our prisoner quiet?”  “Yes, m-my Lord,” gasped a small man halfway down  the table, who had been sitting so low in his chair  that it had appeared, at first glance, to be  unoccupied|-0.7042|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle', 'Peter Pettigrew'}|{'Marauder', 'Death Eater'}
 Now he scrambled from his seat and  scurried from the room, leaving nothing behind him  but a curious gleam of silver|0.4497|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “As I was saying,” continued Voldemort, looking again  at the tense faces of his followers, “I understand  better now|0.128|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 I shall need, for instance, to borrow a  wand from one of you before I go to kill Potter|-0.6908|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  The faces around him displayed nothing but shock;  he might have announced that he wanted to borrow  one of their arms|0.4168|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “No volunteers?” said Voldemort|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 “Let’s see |0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Lucius,  I see no reason for you to have a wand anymore|-0.296|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Lucius Malfoy'}|{'Death Eater'}
”  Lucius Malfoy looked up|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Lucius Malfoy'}|{'Inquisitorial Squad', 'Slytherin Quidditch', 'Slytherin', 'Death Eater', 'Prefect'}
 His skin appeared yellowish  and waxy in the firelight, and his eyes were sunken  and shadowed|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 When he spoke, his voice was hoarse|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  “My Lord?”  “Your wand, Lucius|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Lucius Malfoy'}|{'Death Eater'}
 I require your wand|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  Malfoy glanced sideways at his wife|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy'}|{'Slytherin', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
 She was staring  straight ahead, quite as pale as he was, her long  blonde hair hanging down her back, but beneath the  table her slim fingers closed briefly on his wrist|0.1154|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 At  her touch, Malfoy put his hand into his robes,  withdrew a wand, and passed it along to Voldemort,  who held it up in front of his red eyes, examining it  closely|0.4939|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Tom Marvolo Riddle'}|{'Slytherin', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
  “What is it?”  “Elm, my Lord,” whispered Malfoy|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy'}|{'Slytherin', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
  “And the core?”  “Dragon — dragon heartstring|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  “Good,” said Voldemort|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 He drew out his own wand  and compared the lengths|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 Lucius Malfoy made an  involuntary movement; for a fraction of a second, it  seemed he expected to receive Voldemort’s wand in  exchange for his own|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Tom Marvolo Riddle', 'Lucius Malfoy'}|{'Inquisitorial Squad', 'Slytherin Quidditch', 'Slytherin', 'Death Eater', 'Prefect'}
 The gesture was not missed by  Voldemort, whose eyes widened maliciously|0.2235|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
  “Give you my wand, Lucius? My wand?”  Some of the throng sniggered|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Lucius Malfoy'}|{'Death Eater'}
  “I have given you your liberty, Lucius, is that not  enough for you? But I have noticed that you and your  family seem less than happy of late|0.7803|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Lucius Malfoy'}|{'Death Eater'}
 What is it  about my presence in your home that displeases you,  Lucius?”  “Nothing — nothing, my Lord!”  “Such lies, Lucius |-0.4753|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Lucius Malfoy'}|{'Death Eater'}
”  The soft voice seemed to hiss on even after the cruel  mouth had stopped moving|-0.6908|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 One or two of the wizards  barely repressed a shudder as the hissing grew  louder; something heavy could be heard sliding  across the floor beneath the table|-0.2516|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
  The huge snake emerged to climb slowly up  Voldemort’s chair|0.3182|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 It rose, seemingly endlessly, and  came to rest across Voldemort’s shoulders: its neck  the thickness of a man’s thigh; its eyes, with their  vertical slits for pupils, unblinking|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Tom Marvolo Riddle'}|set()
 Voldemort stroked  the creature absently with long thin fingers, still  looking at Lucius Malfoy|0.0|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Tom Marvolo Riddle', 'Lucius Malfoy'}|{'Inquisitorial Squad', 'Slytherin Quidditch', 'Slytherin', 'Death Eater', 'Prefect'}
  “Why do the Malfoys look so unhappy with their lot?  Is my return, my rise to power, not the very thing they  professed to desire for so many years?”  “Of course, my Lord,” said Lucius Malfoy|-0.313|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Lucius Malfoy'}|{'Inquisitorial Squad', 'Slytherin Quidditch', 'Slytherin', 'Death Eater', 'Prefect'}
 His hand  shook as he wiped sweat from his upper lip|0.4215|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
 “We did  desire it — we do|0.4019|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|set()|set()
”  To Malfoy’s left, his wife made an odd, stiff nod, her  eyes averted from Voldemort and the snake|-0.3818|163 The Dark Lord Ascending  |7 Harry Potter And The Deathly Hallows|[]|{'Draco Malfoy', 'Tom Marvolo Riddle'}|{'Slytherin', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
